,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,52,XRP,XRP,xrp,826,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49858575704.0,99989275183.0,,6,,,,2022-10-10T14:33:00.000Z,0.520308471204092,2399756172.1681147,81.2129,0.03086286,0.50125582,14.78022881,46.76487258,36.09442143,66.83432988,25941839300.961723,2.7657,52030847120.41,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
6,4687,Binance USD,BUSD,binance-usd,5250,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21628100610.95,21628100610.95,,7,,,,2022-10-10T14:33:00.000Z,1.0006434997913767,4880536147.955244,44.0252,0.10985819,0.07978792,-0.00384341,0.05722985,0.08485678,0.11190693,21642018289.181023,2.3073,21642018289.18,,2022-10-10T14:33:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-10-10 14:35:43.379574
7,2010,Cardano,ADA,cardano,578,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34269415370.124,35007351299.341,,8,,,,2022-10-10T14:33:00.000Z,0.41733370344347487,393828710.42900205,36.883,-0.01056512,-1.35418047,-1.90749722,-19.19066533,-23.06097634,-3.23070213,14301782031.25659,1.5247,18780016654.96,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
8,5426,Solana,SOL,solana,389,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,357159304.3107565,511616946.142289,,9,,,,2022-10-10T14:33:00.000Z,32.738510351066246,531729190.02203876,32.3411,-0.03998807,-0.81361245,-0.56912675,-5.2361172,-26.30044495,-3.52660872,11692863581.157322,1.2466,16749576687.06,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
9,74,Dogecoin,DOGE,dogecoin,572,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-10-10T14:33:00.000Z,0.060916509801802105,212145796.686125,27.1995,-0.05526173,-1.72638535,1.12633936,-4.78384058,-16.04562947,-1.12618733,8081839913.887075,0.862,8081839913.89,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
10,3890,Polygon,MATIC,polygon,498,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-10-10T14:33:00.000Z,0.8371890058902739,243741143.27094314,51.5743,0.07991259,1.52198732,6.67758373,-5.40608477,-11.04599759,44.77864018,7312274564.263837,0.7794,8371890058.9,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
11,6636,Polkadot,DOT,polkadot-new,418,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1124998093.3207169,1240621763.645897,,12,904869778.0,5769241409.829334,,2022-10-10T14:33:00.000Z,6.375769806989105,189813814.8074654,42.7261,0.07848835,-0.38466129,0.46670405,-16.80600795,-32.30385173,-1.67732999,7172728876.314538,0.7648,7909918782.55,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
12,4943,Dai,DAI,multi-collateral-dai,1417,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6766063958.192878,6766063958.192878,,13,,,,2022-10-10T14:33:00.000Z,1.0001187327310352,197046875.8870811,30.0869,0.05943086,0.0247884,-0.00820294,0.0301347,0.09206224,-0.01425059,6766867311.444993,0.7214,6766867311.44,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-10-10 14:35:43.379574
13,5994,Shiba Inu,SHIB,shiba-inu,430,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-10-10T14:33:00.000Z,1.0846793431647062e-05,124255382.57876757,31.5088,-0.22862807,-1.68963691,-2.55211509,-16.47844743,-13.77627933,5.00746262,5955575966.874071,0.635,6396734054.25,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-10-10 14:35:43.379574
14,1958,TRON,TRX,tron,688,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92328581054.1633,92328592727.29816,,15,71659659264.0,4573008603.18196,,2022-10-10T14:33:00.000Z,0.0638156621193889,536349171.25225526,137.7013,0.06135057,2.13900455,4.22294047,0.26528014,-9.72537645,-2.01796669,5892009532.515097,0.6282,5892010277.44,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
15,5805,Avalanche,AVAX,avalanche,326,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem']",720000000.0,296143373.361482,404229626.49901325,,16,,,,2022-10-10T14:33:00.000Z,16.74043517016245,125145218.18527836,42.8257,-0.05769326,-1.03993563,-1.58832253,-17.19611561,-43.27479599,-5.5827455,4957568942.831103,0.5285,12053113322.52,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
16,7083,Uniswap,UNI,uniswap,496,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem']",1000000000.0,762209326.5354977,1000000000.0,,17,,,0.93478334,2022-10-10T14:33:00.000Z,6.406812747645403,68158764.23714209,2.0257,-0.29819293,-2.89339196,-2.17566972,-1.90395093,-31.75146087,11.92293245,4883332429.621844,0.5206,6406812747.65,5224025936.68093,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2022-10-10 14:35:43.379574
17,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,621,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,244506.46137105,244506.46137105,,18,,,,2022-10-10T14:33:00.000Z,19368.207777978292,78334865.02037667,33.807,-0.02269983,-0.65128164,-0.16486234,-8.91236855,-21.50178098,-2.24014902,4735651946.892719,0.5049,4735651946.89,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-10-10 14:35:43.379574
18,3957,UNUS SED LEO,LEO,unus-sed-leo,21,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,19,,,,2022-10-10T14:33:00.000Z,4.089158422914615,2309108.66960419,-18.3176,0.0125088,-0.19004258,-1.40905255,-17.59245699,-14.13242108,-23.90579335,3900869565.7636833,0.4159,4028800416.37,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-10-10 14:35:43.379574
19,2,Litecoin,LTC,litecoin,831,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71354231.23050588,84000000.0,,20,,,,2022-10-10T14:33:00.000Z,53.37476973463953,345319241.83940697,36.3573,0.071523,-0.42439352,-0.33864666,-15.68100966,-15.16010023,10.53371838,3808515661.520476,0.406,4483480657.71,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
20,1975,Chainlink,LINK,chainlink,803,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem']",1000000000.0,491599970.4527867,1000000000.0,,21,,,,2022-10-10T14:33:00.000Z,7.537188994423456,273633851.0797061,22.1165,-0.19696384,0.0553393,3.50885639,-2.6354028,-16.54757843,22.60570765,3705281886.95564,0.395,7537188994.42,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2022-10-10 14:35:43.379574
21,3794,Cosmos,ATOM,cosmos,347,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,286370297.0,0.0,,22,,,,2022-10-10T14:33:00.000Z,12.912900672933864,171004524.17744014,11.6989,-0.02864111,-2.08155967,2.6860229,-18.28506453,7.34887452,60.11524236,3697871200.8395705,0.3942,0.0,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
22,1321,Ethereum Classic,ETC,ethereum-classic,347,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,137305127.00660965,210700000.0,,23,,,,2022-10-10T14:33:00.000Z,26.11711291103532,341711679.9175175,21.0131,-0.26272193,-3.35000028,-4.82047849,-32.9151858,-40.30697184,84.39347063,3586013505.2956696,0.3823,5502875690.36,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
23,512,Stellar,XLM,stellar,454,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,25540261237.227673,50001787570.25344,,24,,,,2022-10-10T14:33:00.000Z,0.12655433721973777,158265727.38867763,-1.879,-0.11210901,-0.1384677,9.11748415,11.15478756,0.08755686,24.15097479,3232230833.296308,0.3446,6327945520.88,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
24,4195,FTX Token,FTT,ftx-token,145,2019-07-31T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'derivatives', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",352170015.0,133975252.65999673,329844588.7272245,,25,,,,2022-10-10T14:33:00.000Z,23.924502460860733,34866685.99777642,28.9171,-0.03960173,-0.99229895,-1.64252443,-12.09143222,-25.83654699,-2.72943586,3205291261.9585304,0.3418,8425492390.51,,2022-10-10T14:33:00.000Z,1839.0,BNB,BNB,bnb,FTT-F11,2022-10-10 14:35:43.379574
25,6535,NEAR Protocol,NEAR,near-protocol,186,2020-08-11T00:00:00.000Z,"['platform', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem']",1000000000.0,804531150.0,1000000000.0,,26,,,,2022-10-10T14:33:00.000Z,3.4660600075802326,90217890.90545997,11.6667,-0.0579268,-1.53873565,-1.12938292,-26.23443854,-40.62559494,5.20659931,2788553243.867533,0.2973,3466060007.58,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
26,3635,Cronos,CRO,cronos,165,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']",30263013692.0,25263013692.0,30263013692.0,,27,,,,2022-10-10T14:33:00.000Z,0.10587720323863731,17857733.0824543,14.5685,-0.16642069,-1.42046334,-3.39330123,-12.44183943,-31.20521643,-5.907553,2674777235.0883613,0.2852,3204163251.28,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2022-10-10 14:35:43.379574
27,328,Monero,XMR,monero,190,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18185450.44549728,18185450.44549728,,28,,,,2022-10-10T14:33:00.000Z,145.4419831026405,62179920.09451433,19.3524,-0.39001438,-1.30135502,3.38936711,-7.8717674,-12.4399944,15.2552666,2644927976.407922,0.282,2644927976.41,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
28,4030,Algorand,ALGO,algorand,256,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,7015287618.952663,7245803882.501451,,29,,,,2022-10-10T14:33:00.000Z,0.33139399970239275,70778427.84956291,3.6897,0.05991902,-1.7540617,-5.8739242,3.27522272,-9.65589285,10.16992044,2324824223.1073985,0.2479,3313939997.02,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
29,1831,Bitcoin Cash,BCH,bitcoin-cash,639,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments']",21000000.0,19197018.75,19197018.75,,30,,,,2022-10-10T14:33:00.000Z,115.76147183512147,159061343.84559837,0.6386,0.00869769,-1.73044841,-0.31526692,-13.23519897,-21.22900713,15.64274232,2222275145.3464236,0.2369,2430990908.54,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
30,4172,Terra Classic,LUNC,terra-luna,351,2019-07-26T00:00:00.000Z,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'pantera-capital-portfolio', 'terra-ecosystem']",,6151072613161.0,6904017889662.0,,31,,,,2022-10-10T14:33:00.000Z,0.0003059005553614169,490721056.0665817,91.8389,0.44104179,4.09141511,-4.97874074,-35.07825822,210.39989038,217.39982178,1881616528.434352,0.2006,2111942906.67,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
31,3155,Quant,QNT,quant,104,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14612493.0,12072738.0,14612493.080826,,32,,,,2022-10-10T14:33:00.000Z,153.86191484577432,85372649.13926826,-38.587,-0.27852475,-1.44649742,11.97912704,52.13351106,20.34046116,85.19625229,1857534586.1113439,0.1981,2248306153.65,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2022-10-10 14:35:43.379574
32,4558,Flow,FLOW,flow,92,2021-01-27T00:00:00.000Z,"['collectibles-nfts', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio']",,1036200000.0,1359340091.0,,33,,,,2022-10-10T14:33:00.000Z,1.6681421692789657,28608298.90983492,64.842,0.01283188,-1.81809859,0.19919824,-20.26132309,-46.57720958,12.78339411,1728528915.8068643,0.1843,2267572528.19,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
33,3077,VeChain,VET,vechain,201,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72511146418.0,85985041177.0,,34,72511146418.0,1696289670.4110708,,2022-10-10T14:33:00.000Z,0.023393502298702972,51275797.35522185,29.9198,-0.3139707,1.04252829,0.82352233,-8.78358421,-28.73722166,6.99101991,1696289670.4110708,0.1808,2028512213.71,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
34,18876,ApeCoin,APE,apecoin-ape,199,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,306875000.0,1000000000.0,,35,314218750.0,1646440258.4226398,,2022-10-10T14:33:00.000Z,5.239789982051166,103420272.3442104,77.9159,0.74175667,0.46403405,2.19255901,4.62234707,-25.24597253,22.44234439,1607960550.7419515,0.1714,5239789982.05,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,2022-10-10 14:35:43.379574
35,2280,Filecoin,FIL,filecoin,245,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3']",,296670322.0,296670322.0,,36,,,,2022-10-10T14:33:00.000Z,5.335613385267731,85025556.72255352,48.0926,-0.28546607,-1.66660635,-3.5332937,-15.14205416,-37.87930678,2.31166256,1582918141.0748878,0.1688,1582918141.07,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
36,11419,Toncoin,TON,toncoin,57,2021-08-26T13:40:22.000Z,['pos'],5000000000.0,1221401181.0,5047558528.0,,37,4983944249.497838,6455298391.456596,,2022-10-10T14:33:00.000Z,1.2952188203363242,8435112.96678987,-43.0547,-0.8505274,-3.50953639,-4.47883217,-32.16710856,5.3904522,31.88844266,1581981796.8122132,0.1687,6476094101.68,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
37,8916,Internet Computer,ICP,internet-computer,132,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'smart-contracts', 'polychain-capital-portfolio', 'metaverse', 'electric-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem']",,266397695.39538226,488508776.41603994,,38,266397695.39538226,1535771423.5247884,,2022-10-10T14:33:00.000Z,5.764957618140902,29721082.09357031,14.4881,0.21201429,-1.73995553,-4.31942008,-18.30749498,-31.25564354,-12.22385402,1535771423.5247884,0.1637,2816232392.13,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
38,4642,Hedera,HBAR,hedera,113,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,22968168350.94327,50000000000.0,,39,19389577881.0,1165424356.1925004,,2022-10-10T14:33:00.000Z,0.060105710570136174,34648937.54605407,20.8487,-0.05147935,-1.43785129,4.66070294,-5.61460025,-25.88396375,-1.70188536,1380518079.2279582,0.1471,3005285528.51,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
39,6892,Elrond,EGLD,elrond-egld,122,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain']",31415926.0,23536423.51858611,23016298.0,,40,,,,2022-10-10T14:33:00.000Z,56.633961045028656,68827582.88994966,78.7149,-0.1248149,1.57495805,11.62623121,4.45047468,-16.2585166,13.34878203,1332960892.690902,0.1421,1779208329.28,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
40,2011,Tezos,XTZ,tezos,241,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']",,911880808.055175,933372671.719042,,41,,,,2022-10-10T14:33:00.000Z,1.4026494026205802,15201215.2940212,40.274,0.00954221,-1.41937233,-2.81548974,-15.29352266,-27.27898983,-8.20732282,1279049070.679763,0.1364,1309194620.41,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
41,1966,Decentraland,MANA,decentraland,308,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']",,1855084191.7804768,2193539027.320146,,42,,,,2022-10-10T14:33:00.000Z,0.6853843645744964,73479832.7949343,42.5973,0.00714086,-1.13318746,-0.91274042,-15.61484165,-36.1651464,-15.49867606,1271445700.0156553,0.1356,1503417352.41,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2022-10-10 14:35:43.379574
42,6210,The Sandbox,SAND,the-sandbox,282,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio']",3000000000.0,1499470108.2233226,3000000000.0,,43,,,,2022-10-10T14:33:00.000Z,0.8278949441368317,100450426.43486989,32.973,-0.03250253,-0.68231727,0.2952404,-16.20362051,-38.35277254,-27.15641912,1241403721.4823968,0.1324,2483684832.41,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,2022-10-10 14:35:43.379574
43,4066,Chiliz,CHZ,chiliz,273,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments']",8888888888.0,6000386952.730388,8888888888.0,,44,,,,2022-10-10T14:33:00.000Z,0.20369339867707859,201616614.0878371,68.9139,-0.41280132,-5.34851776,-7.37174302,1.90578147,31.99522305,99.69964298,1222239211.7792516,0.1303,1810607988.06,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,2022-10-10 14:35:43.379574
44,1765,EOS,EOS,eos,486,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio']",,1002828725.5077,1061006819.1993,,45,,,,2022-10-10T14:33:00.000Z,1.106596873924994,122966632.8422682,15.1188,-0.10846732,-1.85734649,-7.03491603,-39.15872119,-16.27575615,18.41943338,1109727132.7290068,0.1183,1174106829.34,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
45,7278,Aave,AAVE,aave,422,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem']",16000000.0,14093192.58056459,16000000.0,,46,,,0.19225003,2022-10-10T14:33:00.000Z,74.74356325818954,68999922.59816457,7.7662,-0.02095512,-0.87499857,-1.03124714,-17.87064523,-31.79671549,10.58405858,1053375431.1552769,0.1123,1195897012.13,5479195006.01925,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2022-10-10 14:35:43.379574
46,2416,Theta Network,THETA,theta-network,124,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'defi', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,,47,,,,2022-10-10T14:33:00.000Z,1.052166709682199,13248426.49276432,26.749,-0.20379392,-0.58778606,-0.63331716,-10.73088537,-34.35201211,-7.33138702,1052166709.682199,0.1122,1052166709.68,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
47,6783,Axie Infinity,AXS,axie-infinity,255,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio']",270000000.0,83056186.67033975,270000000.0,,48,,,,2022-10-10T14:33:00.000Z,12.359995656471883,41357284.5626028,26.9102,0.15260795,-0.78888566,-1.06431205,-14.51252843,-34.36313394,-7.14754537,1026574106.4885172,0.1094,3337198827.25,,2022-10-10T14:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,2022-10-10 14:35:43.379574
48,3602,Bitcoin SV,BSV,bitcoin-sv,181,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel']",21000000.0,19193007.89423905,19193007.89423905,,49,,,,2022-10-10T14:33:00.000Z,49.409813680446945,57104349.39051602,-38.7794,-0.27106121,-1.42095491,2.07327386,-9.47467216,-22.51662479,-2.91556475,948322944.0216988,0.1011,1037606087.29,,2022-10-10T14:33:00.000Z,,,,,,2022-10-10 14:35:43.379574
